Group,Subgroup,Emoji,Title,DescribedBy,URL,Description,Codepoints Hex
people,Activities & Sports,🕺,Man Dancing,man-dancing,/man-dancing,"A man dancing, added as a gender pair for the 💃 Woman Dancing . Shown on most platforms in a 70s-era suit, and one hand in the air in a disco-dancing style.",U+1F57A
people,Activities & Sports,🕴️,Person in Suit Levitating,person-in-suit-levitating,/person-in-suit-levitating,"A person wearing a suit, hovering above the ground with a shadow displayed beneath them. Generally shown wearing a fedora or similar style of hat. This character was originally introduced into the Webdings font as an “exclamation mark in the style of the rude boy logo found on records by The Specials "". This levitating man was known as Walt Jabsco.","U+1F574,U+FE0F"
people,Activities & Sports,🧖,Person in Steamy Room,person-in-steamy-room,/person-in-steamy-room,"A person in a sauna, usually with a towel or robe and sometimes holding a ladle for pouring water on hot stones to create the steamy environment. Popular in Finland , where people sauna in the nude.",U+1F9D6
people,Activities & Sports,🧖‍♂️,Man in Steamy Room,man-in-steamy-room,/man-in-steamy-room,"A man in a sauna, usually with a towel or robe and sometimes holding a ladle for pouring water on hot stones to create the steamy environment.","U+1F9D6,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🧖‍♀️,Woman in Steamy Room,woman-in-steamy-room,/woman-in-steamy-room,"A woman in a sauna, usually with a towel or robe and sometimes holding a ladle for pouring water on hot stones to create the steamy environment. Apple and Samsung's designs are also wearing a towel around their head.","U+1F9D6,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🧗,Person Climbing,person-climbing,/person-climbing,"A rock climber, shown climbing up a rock formation. Some platforms show the climber with a helmet and/or rope. The Emojipedia Sample image was created with assistance from World Champion Rock Climber Sasha DiGiulian . Variations exist for 🧗‍♀️ Woman Climbing and 🧗‍♂️ Man Climbing .",U+1F9D7
people,Activities & Sports,🧗‍♂️,Man Climbing,man-climbing,/man-climbing,"A male rock climber, shown climbing up a rock formation. Some platforms show the climber with a helmet, and/or rope. Variations exist for 🧗‍♀️ Woman Climbing and 🧗 Person Climbing .","U+1F9D7,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🧗‍♀️,Woman Climbing,woman-climbing,/woman-climbing,"A female rock climber, shown climbing up a rock formation. Some platforms show the climber with a helmet, and/or rope. Variations exist for 🧗‍♂️ Man Climbing and 🧗 Person Climbing .","U+1F9D7,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🤺,Person Fencing,person-fencing,/person-fencing,"A person shown in the sport of fencing, with a Rapier-style sword , mask, and protective clothing.",U+1F93A
people,Activities & Sports,🏇,Horse Racing,horse-racing,/horse-racing,"A jockey riding a horse in a horse race. Shown riding to the left of screen on all major platforms. Emoji modifiers change the skin tone of the jockey on some platforms, which can be difficult to discern at small sizes.",U+1F3C7
people,Activities & Sports,⛷️,Skier,skier,/skier,"A person downhill-skiiing. Displayed with poles and skis , generally wearing a mask. Platforms vary in display of scarf, helmet, and color of clothing. No gendered options are provided for this emoji. Skin tones support is not recommended for this emoji, but this is supported by some platforms.","U+26F7,U+FE0F"
people,Activities & Sports,🏂,Snowboarder,snowboarder,/snowboarder,A person snowboarding downhill at a ski resort. Wearing clothing designed for cold climates.,U+1F3C2
people,Activities & Sports,🏌️,Person Golfing,person-golfing,/person-golfing,"A person swinging a golf club, attempting to hit a golf ball toward the flag on the green .","U+1F3CC,U+FE0F"
people,Activities & Sports,🏌️‍♂️,Man Golfing,man-golfing,/man-golfing,The male version of the 🏌 Golfer emoji.,"U+1F3CC,U+FE0F,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🏌️‍♀️,Woman Golfing,woman-golfing,/woman-golfing,The female version of the 🏌 Golfer emoji.,"U+1F3CC,U+FE0F,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🏄,Person Surfing,person-surfing,/person-surfing,"A person on a surfboard, riding on a wave in the ocean. Wears a wetsuit or board shorts in most versions.",U+1F3C4
people,Activities & Sports,🏄‍♂️,Man Surfing,man-surfing,/man-surfing,The male version of the 🏄 Surfer emoji.,"U+1F3C4,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🏄‍♀️,Woman Surfing,woman-surfing,/woman-surfing,The female version of the 🏄 Surfer emoji.,"U+1F3C4,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🚣,Person Rowing Boat,person-rowing-boat,/person-rowing-boat,A small rowboat suitable for a small number of people. Couples or families sometimes hire these as an activity on calm waters.,U+1F6A3
people,Activities & Sports,🚣‍♂️,Man Rowing Boat,man-rowing-boat,/man-rowing-boat,The male version of the 🚣 Rowboat emoji.,"U+1F6A3,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🚣‍♀️,Woman Rowing Boat,woman-rowing-boat,/woman-rowing-boat,The female version of the 🚣 Rowboat emoji.,"U+1F6A3,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🏊,Person Swimming,person-swimming,/person-swimming,"A person swimming in a pool, the ocean , or another body of water. Lacked goggles on prior versions of iOS. Swims facing to the left of screen on all major platforms.",U+1F3CA
people,Activities & Sports,🏊‍♂️,Man Swimming,man-swimming,/man-swimming,The male version of the 🏊 Swimmer emoji.,"U+1F3CA,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🏊‍♀️,Woman Swimming,woman-swimming,/woman-swimming,The female version of the 🏊 Swimmer emoji.,"U+1F3CA,U+200D,U+2640,U+FE0F"
people,Activities & Sports,⛹️,Person Bouncing Ball,person-bouncing-ball,/person-bouncing-ball,"A person with a ball, which is generally displayed as a basketballer running and dribbling (bouncing) the basketball .","U+26F9,U+FE0F"
people,Activities & Sports,⛹️‍♂️,Man Bouncing Ball,man-bouncing-ball,/man-bouncing-ball,The male version of the ⛹ Person With Ball emoji.,"U+26F9,U+FE0F,U+200D,U+2642,U+FE0F"
people,Activities & Sports,⛹️‍♀️,Woman Bouncing Ball,woman-bouncing-ball,/woman-bouncing-ball,The female version of the ⛹ Person With Ball emoji.,"U+26F9,U+FE0F,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🏋️,Person Lifting Weights,person-lifting-weights,/person-lifting-weights,A person lifting a barbell loaded with weights above their head.,"U+1F3CB,U+FE0F"
people,Activities & Sports,🏋️‍♂️,Man Lifting Weights,man-lifting-weights,/man-lifting-weights,The male version of the 🏋 Weight Lifter emoji.,"U+1F3CB,U+FE0F,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🏋️‍♀️,Woman Lifting Weights,woman-lifting-weights,/woman-lifting-weights,The female version of the 🏋 Weight Lifter emoji.,"U+1F3CB,U+FE0F,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🚴‍♀️,Woman Biking,woman-biking,/woman-biking,The female version of the 🚴 Bicyclist emoji.,"U+1F6B4,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🚵,Person Mountain Biking,person-mountain-biking,/person-mountain-biking,A person ( cyclist ) who rides a mountain bike: a type of off-road bicycle . Intended to be gender-neutral.,U+1F6B5
people,Activities & Sports,🚵‍♂️,Man Mountain Biking,man-mountain-biking,/man-mountain-biking,The male version of the 🚵 Mountain Bicyclist emoji.,"U+1F6B5,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🚵‍♀️,Woman Mountain Biking,woman-mountain-biking,/woman-mountain-biking,The female version of the 🚵 Mountain Bicyclist emoji.,"U+1F6B5,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🤸,Person Cartwheeling,person-cartwheeling,/person-cartwheeling,"A person doing a cartwheel, representing the sport of gymnastics. In June 2023 this emoji was at the center of a viral trend (Ba’t 🤸 malungkot 🤸 ang 🤸 beshy 🤸 ko?) based on a scene from an episode of the Philippine television drama anthology show Magpakailanman .",U+1F938
people,Activities & Sports,🤸‍♂️,Man Cartwheeling,man-cartwheeling,/man-cartwheeling,"A man doing a cartwheel, representing the sport of gymnastics.","U+1F938,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🤸‍♀️,Woman Cartwheeling,woman-cartwheeling,/woman-cartwheeling,"A woman doing a cartwheel, representing the sport of gymnastics.","U+1F938,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🤼,People Wrestling,people-wrestling,/people-wrestling,Two people in the sport of wrestling.,U+1F93C
people,Activities & Sports,🤼‍♂️,Men Wrestling,men-wrestling,/men-wrestling,Two men engaged in the sport of wrestling.,"U+1F93C,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🤼‍♀️,Women Wrestling,women-wrestling,/women-wrestling,Two women engaged in the sport of wrestling.,"U+1F93C,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🤽,Person Playing Water Polo,person-playing-water-polo,/person-playing-water-polo,"A person shown in water with a ball, playing the sport of water polo.",U+1F93D
people,Activities & Sports,🤽‍♂️,Man Playing Water Polo,man-playing-water-polo,/man-playing-water-polo,"A man shown in water with a ball, playing the sport of water polo.","U+1F93D,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🤽‍♀️,Woman Playing Water Polo,woman-playing-water-polo,/woman-playing-water-polo,"A woman shown in water with a ball, playing the sport of water polo.","U+1F93D,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🤾,Person Playing Handball,person-playing-handball,/person-playing-handball,"A person playing the sport of handball, shown jumping in the air about to throw the ball. Apple's design is shown wearing protective goggles.",U+1F93E
people,Activities & Sports,🤾‍♂️,Man Playing Handball,man-playing-handball,/man-playing-handball,"A man playing the sport of handball, shown jumping in the air about to throw the ball. Apple's design is shown wearing protective goggles.","U+1F93E,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🤾‍♀️,Woman Playing Handball,woman-playing-handball,/woman-playing-handball,"A woman playing the sport of handball, shown jumping in the air about to throw the ball. Apple's design is shown wearing protective goggles.","U+1F93E,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🤹,Person Juggling,person-juggling,/person-juggling,A person juggling between three and five colored balls. The person shown in this emoji wears a hat on most major platforms. Early Twitter and Facebook designs previously displayed this emoji as a pair of disembodied hands juggling three colored balls.,U+1F939
people,Activities & Sports,🤹‍♂️,Man Juggling,man-juggling,/man-juggling,A man juggling between three and five colored balls. The person shown in this emoji wears a hat on most major platforms.,"U+1F939,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🤹‍♀️,Woman Juggling,woman-juggling,/woman-juggling,A woman juggling between three and five colored balls. The person shown in this emoji wears a hat on most major platforms.,"U+1F939,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🧘,Person in Lotus Position,person-in-lotus-position,/person-in-lotus-position,"A sitting person with their eyes closed and their legs crossed in the lotus position. Can be used to broadly represent yoga, meditation, relaxation, or calmness.",U+1F9D8
people,Activities & Sports,🧘‍♂️,Man in Lotus Position,man-in-lotus-position,/man-in-lotus-position,"A sitting man with their eyes closed and their legs crossed in the lotus position. Can be used to broadly represent yoga, meditation, relaxation, or calmness.","U+1F9D8,U+200D,U+2642,U+FE0F"
people,Activities & Sports,🧘‍♀️,Woman in Lotus Position,woman-in-lotus-position,/woman-in-lotus-position,"A sitting woman with their eyes closed and their legs crossed in the lotus position. Can be used to broadly represent yoga, meditation, relaxation, or calmness.","U+1F9D8,U+200D,U+2640,U+FE0F"
people,Activities & Sports,🛀,Person Taking Bath,person-taking-bath,/person-taking-bath,"A gender-unspecified person taking a soothing bath in a white tub with a shower head. Commonly used for various content concerning bathing, washing, cleaning, and bathrooms more generally. May also represent relaxation and self-care. The appearance of the person, depicted in default yellow, varies. Apple's person is wearing a green shower cap, WhatsApp's a green washcloth. Google’s person appears to be playing in a bubble bath, with soapsuds atop their ahead. Other major vendors show the head of the bather with short, brown or blonde hair. Skin tone modifiers are available on supported platforms. Vendors implement the same or a similar tub and shower head as for their 🛁 Bathtub , but with a person taking/having a bath.",U+1F6C0
people,Activities & Sports,🛌,Person in Bed,person-in-bed,/person-in-bed,"A bed with a gender-unspecified person sleeping in it, as at a house , hotel , hostel, or other sleeping accommodation. Used especially for various content concerning sleeping as well as beds, furniture, housing, relaxing, and other bedroom activities. Shown with a headboard at the left and footboard with a person under the covers, head on the pillow. Most platforms suggest a wooden frame and feature blue or red sheets. The appearance of the person varies. Apple and Facebook's designs show only the hair of the sleeper, Apple's black and Facebook's brown and tousled. Other major vendors show the head of the sleeper in default yellow with short, brown or blonde hair. Skin tone support is not recommended for this emoji, though it is supported on some platforms . Vendors implement the same style of bed as for their 🛏️ Bed , but with a sleeper in it.",U+1F6CC
people,"Professions, Roles & Fantasy",🧑‍⚕️,Health Worker,health-worker,/health-worker,"A person working in the field of health care. This may be used to represent a doctor, nurse, or pharmacist.","U+1F9D1,U+200D,U+2695,U+FE0F"
people,"Professions, Roles & Fantasy",👨‍⚕️,Man Health Worker,man-health-worker,/man-health-worker,"A man working in the field of health care. This may be used to represent a doctor, nurse, or pharmacist. See also: 👩‍⚕️ Female Health Worker","U+1F468,U+200D,U+2695,U+FE0F"
people,"Professions, Roles & Fantasy",👩‍⚕️,Woman Health Worker,woman-health-worker,/woman-health-worker,"A woman working in the field of health care. This may be used to represent a doctor, nurse, or pharmacist. See also: 👨‍⚕️ Male Health Worker","U+1F469,U+200D,U+2695,U+FE0F"
people,"Professions, Roles & Fantasy",🧑‍🎓,Student,student,/student,"A person who is engaged in education. Generally depicted wearing a black graduation gown and cap, and occasionally holding a degree certificate or diploma.","U+1F9D1,U+200D,U+1F393"
people,"Professions, Roles & Fantasy",👨‍🎓,Man Student,man-student,/man-student,"A man who is engaged in education. Generally depicted wearing a black graduation gown and cap, and occasionally holding a degree certificate or diploma.","U+1F468,U+200D,U+1F393"
people,"Professions, Roles & Fantasy",👩‍🎓,Woman Student,woman-student,/woman-student,"A woman who is engaged in education. Generally depicted wearing a black graduation gown and cap, and occasionally holding a degree certificate or diploma.","U+1F469,U+200D,U+1F393"
people,"Professions, Roles & Fantasy",👨‍🏫,Man Teacher,man-teacher,/man-teacher,A man standing in front of a chalkboard (aka blackboard ) with the intention of teaching a class. Often shown holding a 📕 Closed Book or a pointer .,"U+1F468,U+200D,U+1F3EB"
people,"Professions, Roles & Fantasy",👩‍🏫,Woman Teacher,woman-teacher,/woman-teacher,A woman standing in front of a chalkboard (aka blackboard ) with the intention of teaching a class. Often shown holding a 📕 Closed Book or a pointer .,"U+1F469,U+200D,U+1F3EB"
people,"Professions, Roles & Fantasy",🧑‍⚖️,Judge,judge,/judge,"A person who presides over court proceedings, wearing the traditional black gown and wielding a gavel.","U+1F9D1,U+200D,U+2696,U+FE0F"
people,"Professions, Roles & Fantasy",👨‍⚖️,Man Judge,man-judge,/man-judge,"A man who presides over court proceedings, wearing the traditional black gown and wielding a gavel.","U+1F468,U+200D,U+2696,U+FE0F"
people,"Professions, Roles & Fantasy",👩‍⚖️,Woman Judge,woman-judge,/woman-judge,"A woman who presides over court proceedings, wearing the traditional black gown and wielding a gavel.","U+1F469,U+200D,U+2696,U+FE0F"
people,"Professions, Roles & Fantasy",🧑‍🌾,Farmer,farmer,/farmer,"A person engaged in agriculture, raising living organisms for food or raw materials. Generally depicted as wearing a wide-brimmed hat and holding a crop (such as carrots or corn) or a pitchfork.","U+1F9D1,U+200D,U+1F33E"
people,"Professions, Roles & Fantasy",👨‍🌾,Man Farmer,man-farmer,/man-farmer,"A man engaged in agriculture, raising living organisms for food or raw materials. Generally depicted as wearing a wide-brimmed hat and holding a crop (such as carrots or corn) or a pitchfork.","U+1F468,U+200D,U+1F33E"
people,"Professions, Roles & Fantasy",👩‍🌾,Woman Farmer,woman-farmer,/woman-farmer,"A woman engaged in agriculture, raising living organisms for food or raw materials. Generally depicted as wearing a wide-brimmed hat and holding a crop (such as carrots or corn) or a pitchfork.","U+1F469,U+200D,U+1F33E"
people,"Professions, Roles & Fantasy",🧑‍🍳,Cook,cook,/cook,"A person responsible for food preparation wearing a white buttoned chef jacket and toque hat. Usually shown with either a wooden spoon or a skillet frying an egg , though WhatsApp's design is holding a spatula.","U+1F9D1,U+200D,U+1F373"
people,"Professions, Roles & Fantasy",👨‍🍳,Man Cook,man-cook,/man-cook,"A man responsible for food preparation wearing a white buttoned chef jacket and toque hat. Usually shown with either a wooden spoon or a skillet frying an egg , though WhatsApp's design is holding a spatula.","U+1F468,U+200D,U+1F373"
people,"Professions, Roles & Fantasy",👩‍🍳,Woman Cook,woman-cook,/woman-cook,"A woman responsible for food preparation wearing a white buttoned chef jacket and toque hat. Usually shown with either a wooden spoon or a skillet frying an egg , though WhatsApp's design is holding a spatula.","U+1F469,U+200D,U+1F373"
people,"Professions, Roles & Fantasy",🧑‍🔧,Mechanic,mechanic,/mechanic,"A person engaged in the construction, maintenance, or repair of machinery. Depicted wearing overalls and holding a wrench . Frequently also shown wearing a billed cap .","U+1F9D1,U+200D,U+1F527"
people,"Professions, Roles & Fantasy",👨‍🔧,Man Mechanic,man-mechanic,/man-mechanic,"A man engaged in the construction, maintenance, or repair of machinery. Depicted wearing overalls and holding a wrench . Frequently also shown wearing a billed cap .","U+1F468,U+200D,U+1F527"
people,"Professions, Roles & Fantasy",👩‍🔧,Woman Mechanic,woman-mechanic,/woman-mechanic,"A woman engaged in the construction, maintenance, or repair of machinery. Depicted wearing overalls and holding a wrench . Frequently also shown wearing a billed cap .","U+1F469,U+200D,U+1F527"
people,"Professions, Roles & Fantasy",🧑‍🏭,Factory Worker,factory-worker,/factory-worker,"A person working in a factory setting, depicted as wearing overalls and protective headgear while holding an active welding gun.","U+1F9D1,U+200D,U+1F3ED"
people,"Professions, Roles & Fantasy",👨‍🏭,Man Factory Worker,man-factory-worker,/man-factory-worker,"A man working in a factory setting, depicted as wearing overalls and protective headgear while holding an active welding gun.","U+1F468,U+200D,U+1F3ED"
people,"Professions, Roles & Fantasy",👩‍🏭,Woman Factory Worker,woman-factory-worker,/woman-factory-worker,"A woman working in a factory setting, depicted as wearing overalls and protective headgear while holding an active welding gun.","U+1F469,U+200D,U+1F3ED"
people,"Professions, Roles & Fantasy",🧑‍💼,Office Worker,office-worker,/office-worker,"A person wearing business attire. This may include items such as a shirt, tie, jacket, or headset.","U+1F9D1,U+200D,U+1F4BC"
people,"Professions, Roles & Fantasy",👨‍💼,Man Office Worker,man-office-worker,/man-office-worker,"A man wearing business attire. This may include items such as a shirt, tie, jacket, or headset.","U+1F468,U+200D,U+1F4BC"
people,"Professions, Roles & Fantasy",🧑‍🔬,Scientist,scientist,/scientist,A person who is studying or has expert knowledge of one or more of the natural or physical sciences. Generally depicted wearing safety goggles and a white l ab coat while holding a test tube or beaker filled with colorful liquid.,"U+1F9D1,U+200D,U+1F52C"
people,"Professions, Roles & Fantasy",👨‍🔬,Man Scientist,man-scientist,/man-scientist,A man who is studying or has expert knowledge of one or more of the natural or physical sciences. Generally depicted wearing safety goggles and a white lab coat while holding a test tube filled with colorful liquid.,"U+1F468,U+200D,U+1F52C"
people,"Professions, Roles & Fantasy",👩‍🔬,Woman Scientist,woman-scientist,/woman-scientist,A woman who is studying or has expert knowledge of one or more of the natural or physical sciences. Generally depicted wearing safety goggles and a white lab coat while holding a test tube filled with colorful liquid.,"U+1F469,U+200D,U+1F52C"
people,"Professions, Roles & Fantasy",🧑‍💻,Technologist,technologist,/technologist,"A person behind a computer screen, working in the field of technology. Usually shown working on a laptop , though Google's design appears to be using a desktop computer instead. The laptop in Apple's design includes the Apple logo, as per a Macbook. Samsung and Huawei's designs include their company's logotype, while the designs from Microsoft, WhatsApp, Telegram, and JoyPixels show their logomark.","U+1F9D1,U+200D,U+1F4BB"
people,"Professions, Roles & Fantasy",👨‍💻,Man Technologist,man-technologist,/man-technologist,"A man behind a computer screen, working in the field of technology. See also: 👩‍💻 Female Technologist","U+1F468,U+200D,U+1F4BB"
people,"Professions, Roles & Fantasy",👩‍💻,Woman Technologist,woman-technologist,/woman-technologist,"A woman behind a computer screen, working in the field of technology. See also: 👨‍💻 Male Technologist","U+1F469,U+200D,U+1F4BB"
people,"Professions, Roles & Fantasy",🧑‍🎤,Singer,singer,/singer,"A singer or rock star generally displayed with a microphone , and sometimes musical notes . iOS and Android display this emoji as a Bowie -esque figure while WhatsApp appears heavily inspired by Prince .","U+1F9D1,U+200D,U+1F3A4"
people,"Professions, Roles & Fantasy",👩‍🎤,Woman Singer,woman-singer,/woman-singer,"A woman singer or rock star generally displayed with a microphone , and sometimes musical notes . iOS and Android display this emoji as a Bowie -esque figure while WhatsApp appears heavily inspired by Prince .","U+1F469,U+200D,U+1F3A4"
people,"Professions, Roles & Fantasy",🧑‍🎨,Artist,artist,/artist,"A person engaged in the visual art of painting, shown holding a palette and paintbrush .","U+1F9D1,U+200D,U+1F3A8"
people,"Professions, Roles & Fantasy",👨‍🎨,Man Artist,man-artist,/man-artist,"A man engaged in the visual art of painting, shown holding a palette and paintbrush .","U+1F468,U+200D,U+1F3A8"
people,"Professions, Roles & Fantasy",👩‍🎨,Woman Artist,woman-artist,/woman-artist,"A woman engaged in the visual art of painting, shown holding a palette and paintbrush .","U+1F469,U+200D,U+1F3A8"
people,"Professions, Roles & Fantasy",🧑‍✈️,Pilot,pilot,/pilot,"A person tasked with flying an aircraft, such as an ✈️ Airplane or a 🚁 Helicopter , shown wearing a traditional airline pilot uniform.","U+1F9D1,U+200D,U+2708,U+FE0F"
people,"Professions, Roles & Fantasy",👨‍✈️,Man Pilot,man-pilot,/man-pilot,"A man tasked with flying an aircraft, such as an ✈️ Airplane or a 🚁 Helicopter , shown wearing a traditional airline pilot uniform.","U+1F468,U+200D,U+2708,U+FE0F"
people,"Professions, Roles & Fantasy",🧑‍🚀,Astronaut,astronaut,/astronaut,An astronaut or cosmonaut shown wearing a space suit and helmet.,"U+1F9D1,U+200D,U+1F680"
people,"Professions, Roles & Fantasy",👨‍🚀,Man Astronaut,man-astronaut,/man-astronaut,A male astronaut or cosmonaut shown wearing a space suit and helmet.,"U+1F468,U+200D,U+1F680"
people,"Professions, Roles & Fantasy",👩‍🚀,Woman Astronaut,woman-astronaut,/woman-astronaut,A female astronaut or cosmonaut shown wearing a space suit and helmet.,"U+1F469,U+200D,U+1F680"
people,"Professions, Roles & Fantasy",🧑‍🚒,Firefighter,firefighter,/firefighter,A person professionally tasked with controlling and extinguishing fires.,"U+1F9D1,U+200D,U+1F692"
people,"Professions, Roles & Fantasy",👨‍🚒,Man Firefighter,man-firefighter,/man-firefighter,A man professionally tasked with controlling and extinguishing fires.,"U+1F468,U+200D,U+1F692"
people,"Professions, Roles & Fantasy",👩‍🚒,Woman Firefighter,woman-firefighter,/woman-firefighter,A woman professionally tasked with controlling and extinguishing fires.,"U+1F469,U+200D,U+1F692"
people,"Professions, Roles & Fantasy",👮,Police Officer,police-officer,/police-officer,A police officer wearing a blue hat with a gold badge or shield in the middle. See also 👮‍♀️ Woman Police Officer or 👮‍♂️ Man Police Officer,U+1F46E
people,"Professions, Roles & Fantasy",👮‍♂️,Man Police Officer,man-police-officer,/man-police-officer,The male version of the 👮 Police Officer emoji. Currently identical in appearance to the non-gendered base emoji.,"U+1F46E,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",👮‍♀️,Woman Police Officer,woman-police-officer,/woman-police-officer,The female version of the 👮 Police Officer emoji.,"U+1F46E,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🕵️,Detective,detective,/detective,"An undercover investigator, wearing a hat, and sometimes using a magnifying glass to closely inspect evidence. This emoji did not originally recommend emoji modifiers, but a proposal was created to address this.","U+1F575,U+FE0F"
people,"Professions, Roles & Fantasy",🕵️‍♂️,Man Detective,man-detective,/man-detective,The male version of the 🕵 Sleuth or Spy emoji. Currently identical in appearance to the non-gendered base emoji.,"U+1F575,U+FE0F,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🕵️‍♀️,Woman Detective,woman-detective,/woman-detective,The female version of the 🕵 Sleuth or Spy emoji.,"U+1F575,U+FE0F,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",💂,Guard,guard,/guard,"A British guardsman, known as a foot guard. Wears a tall black hat with a yellow chin-strap. Must look straight ahead at all times, even when tourists attempt to distract them.",U+1F482
people,"Professions, Roles & Fantasy",💂‍♂️,Man Guard,man-guard,/man-guard,The male version of the 💂 Guardsman emoji. Currently identical in appearance to the non-gendered base emoji.,"U+1F482,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",💂‍♀️,Woman Guard,woman-guard,/woman-guard,The female version of the 💂 Guardsman emoji.,"U+1F482,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🥷,Ninja,ninja,/ninja,"A person dressed as a ninja with a black hood, a mask covering the lower half of their face, and the hilt of a knife or sword emerging from behind their shoulder. The now-discontinued Microsoft ZWJ sequence 🐱‍👤 Ninja Cat did not include the ninja emoji at all as it was developed several years before ninja was approved. It combined 🐱 Cat Face and 👤 Bust in Silhouette and was only available from Microsoft prior to the debut of the Fluent emoji set in November 2021.",U+1F977
people,"Professions, Roles & Fantasy",👷,Construction Worker,construction-worker,/construction-worker,A construction worker wearing a hard-hat ( safety helmet ). Has a high visibility vest or hammer in some variations. Some platforms display a green cross on the helmet which is used in Japan as a safety reminder in construction zones. It is also commonly seen on the Met helmet in the game Mega Man.,U+1F477
people,"Professions, Roles & Fantasy",👷‍♂️,Man Construction Worker,man-construction-worker,/man-construction-worker,The male version of the 👷 Construction Worker emoji.,"U+1F477,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",👷‍♀️,Woman Construction Worker,woman-construction-worker,/woman-construction-worker,The female version of the 👷 Construction Worker emoji.,"U+1F477,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🫅,Person with Crown,person-with-crown,/person-with-crown,"A person wearing a crown. 👸 Princess and 🤴 Prince were added in 2015 and 2016, respectively. Person With Crown was created to represent royalty without being overly specific about gender.",U+1FAC5
people,"Professions, Roles & Fantasy",🤴,Prince,prince,/prince,"Male royalty, intended as a gender pair for the princess emoji . Shown as a man with a crown. Not a reference to the musician Prince , however the man singer emoji on WhatsApp does show a character that bears a heavy resemblance to this artist.",U+1F934
people,"Professions, Roles & Fantasy",👸,Princess,princess,/princess,The face of a princess; a girl or woman wearing a small crown or tiara. Could also be used to represent a Queen or other royalty.,U+1F478
people,"Professions, Roles & Fantasy",🤵,Person in Tuxedo,person-in-tuxedo,/person-in-tuxedo,"A person dressed for a formal occasion, wearing a tuxedo. No gender is specified for this emoji. See also Woman in Tuxedo and Man in Tuxedo .",U+1F935
people,"Professions, Roles & Fantasy",🤵‍♂️,Man in Tuxedo,man-in-tuxedo,/man-in-tuxedo,"A man dressed for a formal occasion, wearing a tuxedo.","U+1F935,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🤵‍♀️,Woman in Tuxedo,woman-in-tuxedo,/woman-in-tuxedo,"A woman dressed for a formal occasion, wearing a tuxedo.","U+1F935,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",👰,Person with Veil,person-with-veil,/person-with-veil,A person in traditional western wedding dress with a veil over their head.,U+1F470
people,"Professions, Roles & Fantasy",👰‍♂️,Man with Veil,man-with-veil,/man-with-veil,A man wearing a traditional Western wedding dress with a veil over their head.,"U+1F470,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",👰‍♀️,Woman with Veil,woman-with-veil,/woman-with-veil,A woman wearing a traditional western wedding dress with a veil over their head.,"U+1F470,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🎅,Santa Claus,santa-claus,/santa-claus,"Santa Claus, sometimes referred to as Father Christmas , brings joy to children at Christmas time. Displayed with a beard and red festive hat. The Santa emoji had a frown on Android 4.4 , which was resolved in Android 5.0. See also: Christmas emoji list . Note: Father Christmas has a different origin to Santa Claus but both are represented by this single emoji.",U+1F385
